date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point,safety_stock,stock_status,inventory_risk
2025-11-14,SKU02445,184,0,7,64,25,SUFFICIENT STOCK,False
2025-12-30,SKU02446,229,0,7,108,33,SUFFICIENT STOCK,False
2025-12-05,SKU02447,188,0,7,96,39,SUFFICIENT STOCK,False
2025-12-29,SKU02448,627,0,7,322,107,SUFFICIENT STOCK,False
2025-12-29,SKU02449,147,0,7,1025,308,REORDER REQUIRED,True
2025-12-25,SKU02450,511,0,7,234,100,SUFFICIENT STOCK,False
2025-11-23,SKU02451,218,0,7,80,18,SUFFICIENT STOCK,False
2025-12-31,SKU02452,259,0,7,182,60,SUFFICIENT STOCK,False
2025-11-08,SKU02453,12,0,7,22,6,REORDER REQUIRED,True
2025-12-29,SKU02454,185,0,7,193,52,REORDER REQUIRED,True
2025-12-27,SKU02455,480,0,7,208,82,SUFFICIENT STOCK,False
2025-11-25,SKU02456,305,0,7,132,49,SUFFICIENT STOCK,False
2025-12-20,SKU02457,210,0,7,194,62,SUFFICIENT STOCK,True
2025-11-05,SKU02458,113,0,7,89,36,SUFFICIENT STOCK,True
2025-11-09,SKU02459,218,0,7,88,36,SUFFICIENT STOCK,False
2025-11-01,SKU02461,38,0,7,24,10,SUFFICIENT STOCK,False
2025-12-19,SKU02462,79,0,7,775,231,REORDER REQUIRED,True
2025-12-05,SKU02463,321,0,7,142,32,SUFFICIENT STOCK,False
2025-12-02,SKU02464,85,0,7,29,6,SUFFICIENT STOCK,False
2025-12-16,SKU02465,197,0,7,199,70,REORDER REQUIRED,True
2025-11-19,SKU02466,127,0,7,56,14,SUFFICIENT STOCK,False
2025-12-26,SKU02467,191,0,7,154,50,SUFFICIENT STOCK,True
2025-12-29,SKU02469,263,0,7,189,65,SUFFICIENT STOCK,False
2025-12-07,SKU02470,101,0,7,72,27,SUFFICIENT STOCK,False
2025-08-31,SKU02471,7405,0,7,1598,539,SUFFICIENT STOCK,False
2025-12-05,SKU02472,5930,0,7,1309,457,SUFFICIENT STOCK,False
2025-12-31,SKU02473,246,0,7,227,100,SUFFICIENT STOCK,True
2025-12-27,SKU02475,234,0,7,195,87,SUFFICIENT STOCK,True
2025-12-23,SKU02476,197,0,7,128,53,SUFFICIENT STOCK,False
2025-12-20,SKU02477,33,0,7,43,19,REORDER REQUIRED,True
2025-12-26,SKU02478,146,0,7,122,43,SUFFICIENT STOCK,True
2025-11-17,SKU02479,29,0,7,100,27,REORDER REQUIRED,True
2025-12-28,SKU02481,294,0,7,249,78,SUFFICIENT STOCK,True
2025-11-22,SKU02482,1,0,7,924,311,REORDER REQUIRED,True
2025-12-22,SKU02483,247,0,7,130,46,SUFFICIENT STOCK,False
2025-11-23,SKU02484,167,0,7,1069,383,REORDER REQUIRED,True
2025-12-29,SKU02485,89,0,7,145,64,REORDER REQUIRED,True
2025-12-06,SKU02486,15,0,7,172,79,REORDER REQUIRED,True
2025-12-21,SKU02487,181,0,7,217,68,REORDER REQUIRED,True
2025-12-26,SKU02488,351,0,7,331,114,SUFFICIENT STOCK,True
2025-11-29,SKU02491,21,0,7,26,5,REORDER REQUIRED,True
2025-11-24,SKU02492,162,0,7,166,46,REORDER REQUIRED,True
2025-12-31,SKU02493,696,0,7,378,141,SUFFICIENT STOCK,False
2025-11-27,SKU02494,440,0,7,234,91,SUFFICIENT STOCK,False
2025-11-20,SKU02496,196,0,7,124,48,SUFFICIENT STOCK,False
2025-11-22,SKU02497,139,0,7,84,19,SUFFICIENT STOCK,False
2025-11-25,SKU02498,138,0,7,67,16,SUFFICIENT STOCK,False
2025-08-30,SKU02500,8307,0,7,1935,641,SUFFICIENT STOCK,False
2025-08-30,SKU02501,5819,0,7,1276,468,SUFFICIENT STOCK,False
2025-12-14,SKU02502,486,0,7,370,126,SUFFICIENT STOCK,True
2025-10-10,SKU02503,0,0,7,672,236,OUT OF STOCK,True
2025-12-03,SKU02504,215,0,7,137,40,SUFFICIENT STOCK,False
2025-12-03,SKU02506,24,0,7,91,40,REORDER REQUIRED,True
2025-12-14,SKU02507,64,0,7,40,15,SUFFICIENT STOCK,False
2025-11-30,SKU02508,620,0,7,348,109,SUFFICIENT STOCK,False
2025-12-31,SKU02509,187,0,7,154,46,SUFFICIENT STOCK,True
2025-12-22,SKU02510,349,0,7,148,56,SUFFICIENT STOCK,False
2025-12-06,SKU02511,361,0,7,164,61,SUFFICIENT STOCK,False
2025-12-29,SKU02512,368,0,7,228,88,SUFFICIENT STOCK,False
2025-12-29,SKU02513,439,0,7,291,88,SUFFICIENT STOCK,False
2025-09-02,SKU02514,6863,0,7,1500,450,SUFFICIENT STOCK,False
2025-11-15,SKU02515,162,0,7,106,36,SUFFICIENT STOCK,False
2025-12-29,SKU02516,271,0,7,207,71,SUFFICIENT STOCK,True
2025-11-03,SKU02517,265,0,7,94,45,SUFFICIENT STOCK,False
2025-12-23,SKU02518,11,0,7,26,7,REORDER REQUIRED,True
2025-08-30,SKU02519,6960,0,7,1557,551,SUFFICIENT STOCK,False
2025-11-28,SKU02520,6157,0,7,1522,493,SUFFICIENT STOCK,False
2025-11-01,SKU02521,84,0,7,34,8,SUFFICIENT STOCK,False
2025-12-28,SKU02522,352,0,7,155,46,SUFFICIENT STOCK,False
2025-12-08,SKU02523,464,0,7,306,86,SUFFICIENT STOCK,False
2025-12-05,SKU02524,116,0,7,58,25,SUFFICIENT STOCK,False
2025-11-05,SKU02525,41,0,7,47,22,REORDER REQUIRED,True
2025-12-04,SKU02526,130,0,7,697,263,REORDER REQUIRED,True
2025-11-21,SKU02527,136,0,7,140,49,REORDER REQUIRED,True
2025-11-03,SKU02528,67,0,7,132,39,REORDER REQUIRED,True
2025-12-31,SKU02529,248,0,7,198,65,SUFFICIENT STOCK,True
2025-12-07,SKU02530,206,0,7,177,71,SUFFICIENT STOCK,True
2025-12-02,SKU02531,77,0,7,1267,490,REORDER REQUIRED,True
2025-12-16,SKU02532,144,0,7,858,314,REORDER REQUIRED,True
2025-08-21,SKU02533,5868,0,7,1304,427,SUFFICIENT STOCK,False
2025-12-18,SKU02534,61,0,7,28,12,SUFFICIENT STOCK,False
2025-12-30,SKU02535,249,0,7,187,71,SUFFICIENT STOCK,True
2025-12-05,SKU02536,88,0,7,79,18,SUFFICIENT STOCK,True
2025-12-27,SKU02537,142,0,7,176,80,REORDER REQUIRED,True
2025-12-20,SKU02538,201,0,7,1179,366,REORDER REQUIRED,True
2025-11-09,SKU02539,263,0,7,140,54,SUFFICIENT STOCK,False
2025-11-16,SKU02540,20,0,7,41,14,REORDER REQUIRED,True
2025-11-07,SKU02541,6617,0,7,1492,582,SUFFICIENT STOCK,False
2025-11-22,SKU02542,214,0,7,220,66,REORDER REQUIRED,True
2025-10-10,SKU02543,0,0,7,1053,391,OUT OF STOCK,True
2025-12-20,SKU02544,339,0,7,246,86,SUFFICIENT STOCK,False
2025-11-03,SKU02546,81,0,7,94,42,REORDER REQUIRED,True
2025-12-12,SKU02549,262,0,7,145,50,SUFFICIENT STOCK,False
2025-12-18,SKU02550,86,0,7,75,23,SUFFICIENT STOCK,True
2025-12-06,SKU02551,129,0,7,119,51,SUFFICIENT STOCK,True
2025-12-28,SKU02552,301,0,7,183,62,SUFFICIENT STOCK,False
2025-12-16,SKU02553,14,0,7,25,8,REORDER REQUIRED,True
2025-12-30,SKU02554,267,0,7,188,66,SUFFICIENT STOCK,False
2025-12-28,SKU02555,236,0,7,123,51,SUFFICIENT STOCK,False
2025-11-26,SKU02556,315,0,7,190,51,SUFFICIENT STOCK,False
2025-12-13,SKU02557,149,0,7,107,33,SUFFICIENT STOCK,False
2025-12-30,SKU02558,5251,0,7,1220,422,SUFFICIENT STOCK,False
2025-12-12,SKU02559,27,0,7,77,27,REORDER REQUIRED,True
2025-11-25,SKU02560,100,0,7,75,29,SUFFICIENT STOCK,True
2025-12-30,SKU02561,231,0,7,114,29,SUFFICIENT STOCK,False
2025-12-29,SKU02562,109,0,7,129,45,REORDER REQUIRED,True
2025-11-26,SKU02563,6,0,7,112,42,REORDER REQUIRED,True
2025-12-23,SKU02564,400,0,7,167,61,SUFFICIENT STOCK,False
2025-12-08,SKU02565,183,0,7,63,31,SUFFICIENT STOCK,False
2025-12-29,SKU02566,72,0,7,65,29,SUFFICIENT STOCK,True
2025-08-31,SKU02567,5426,0,7,1290,458,SUFFICIENT STOCK,False
2025-11-29,SKU02568,38,0,7,30,11,SUFFICIENT STOCK,True
2025-12-09,SKU02570,3898,0,7,980,310,SUFFICIENT STOCK,False
2025-12-27,SKU02572,334,0,7,125,41,SUFFICIENT STOCK,False
2025-12-11,SKU02573,270,0,7,209,63,SUFFICIENT STOCK,True
2025-12-31,SKU02574,82,0,7,61,22,SUFFICIENT STOCK,True
2025-12-26,SKU02575,315,0,7,179,45,SUFFICIENT STOCK,False
2025-08-28,SKU02576,4146,0,7,936,318,SUFFICIENT STOCK,False
2025-12-28,SKU02577,191,0,7,154,65,SUFFICIENT STOCK,True
2025-11-28,SKU02578,466,0,7,215,68,SUFFICIENT STOCK,False
2025-12-21,SKU02579,17,0,7,63,14,REORDER REQUIRED,True
2025-11-02,SKU02580,5372,0,7,1312,470,SUFFICIENT STOCK,False
2025-11-16,SKU02581,73,0,7,41,17,SUFFICIENT STOCK,False
2025-12-27,SKU02582,155,0,7,134,56,SUFFICIENT STOCK,True
2025-09-02,SKU02584,7023,0,7,1443,477,SUFFICIENT STOCK,False
2025-12-31,SKU02585,186,0,7,107,36,SUFFICIENT STOCK,False
2025-11-05,SKU02586,211,0,7,129,45,SUFFICIENT STOCK,False
2025-12-27,SKU02587,158,0,7,92,20,SUFFICIENT STOCK,False
2025-08-13,SKU02590,6176,0,7,1384,507,SUFFICIENT STOCK,False
2025-12-18,SKU02591,46,0,7,74,25,REORDER REQUIRED,True
2025-12-02,SKU02592,30,0,7,38,9,REORDER REQUIRED,True
2025-12-30,SKU02593,237,0,7,195,75,SUFFICIENT STOCK,True
2025-12-16,SKU02594,80,0,7,67,27,SUFFICIENT STOCK,True
2025-12-23,SKU02595,84,0,7,61,17,SUFFICIENT STOCK,False
2025-12-28,SKU02596,68,0,7,99,40,REORDER REQUIRED,True
2025-12-23,SKU02597,175,0,7,99,35,SUFFICIENT STOCK,False
2025-12-20,SKU02598,43,0,7,174,66,REORDER REQUIRED,True
2025-12-16,SKU02599,20,0,7,33,13,REORDER REQUIRED,True
2025-12-10,SKU02600,212,0,7,233,93,REORDER REQUIRED,True
2025-12-05,SKU02601,226,0,7,76,22,SUFFICIENT STOCK,False
2025-11-12,SKU02602,0,0,7,32,11,OUT OF STOCK,True
2025-12-31,SKU02603,522,0,7,280,77,SUFFICIENT STOCK,False
2025-12-28,SKU02604,49,0,7,36,11,SUFFICIENT STOCK,False
2025-11-24,SKU02605,351,0,7,145,35,SUFFICIENT STOCK,False
2025-12-14,SKU02606,300,0,7,195,85,SUFFICIENT STOCK,False
2025-12-20,SKU02608,289,0,7,137,57,SUFFICIENT STOCK,False
2025-12-05,SKU02609,206,0,7,129,41,SUFFICIENT STOCK,False
2025-12-15,SKU02610,50,0,7,43,21,SUFFICIENT STOCK,True
2025-12-13,SKU02611,45,0,7,58,18,REORDER REQUIRED,True
2025-12-13,SKU02612,123,0,7,122,38,SUFFICIENT STOCK,True
2025-12-23,SKU02613,192,0,7,108,29,SUFFICIENT STOCK,False
2025-11-23,SKU02614,193,0,7,670,223,REORDER REQUIRED,True
2025-12-26,SKU02615,410,0,7,222,80,SUFFICIENT STOCK,False
2025-11-25,SKU02616,154,0,7,113,38,SUFFICIENT STOCK,False
2025-12-07,SKU02617,141,0,7,57,19,SUFFICIENT STOCK,False
2025-12-29,SKU02618,300,0,7,146,53,SUFFICIENT STOCK,False
2025-12-27,SKU02619,293,0,7,228,88,SUFFICIENT STOCK,True
2025-12-16,SKU02620,197,0,7,109,30,SUFFICIENT STOCK,False
2025-12-07,SKU02621,181,0,7,85,25,SUFFICIENT STOCK,False
2025-12-31,SKU02622,39,0,7,90,42,REORDER REQUIRED,True
2025-12-26,SKU02623,146,0,7,134,41,SUFFICIENT STOCK,True
2025-11-17,SKU02624,125,0,7,73,16,SUFFICIENT STOCK,False
2025-11-10,SKU02625,268,0,7,211,86,SUFFICIENT STOCK,True
2025-12-13,SKU02626,80,0,7,122,40,REORDER REQUIRED,True
2025-11-19,SKU02629,265,0,7,182,67,SUFFICIENT STOCK,False
2025-12-03,SKU02630,110,0,7,65,17,SUFFICIENT STOCK,False
2025-12-24,SKU02631,199,0,7,172,72,SUFFICIENT STOCK,True
2025-12-12,SKU02632,404,0,7,162,49,SUFFICIENT STOCK,False
2025-12-22,SKU02633,169,0,7,95,32,SUFFICIENT STOCK,False
2025-12-03,SKU02634,121,0,7,172,68,REORDER REQUIRED,True
2025-12-17,SKU02635,386,0,7,236,94,SUFFICIENT STOCK,False
2025-11-26,SKU02636,151,0,7,133,54,SUFFICIENT STOCK,True
2025-12-30,SKU02637,509,0,7,243,102,SUFFICIENT STOCK,False
2025-12-05,SKU02638,385,0,7,262,103,SUFFICIENT STOCK,False
2025-09-01,SKU02639,5544,0,7,1167,408,SUFFICIENT STOCK,False
2025-10-01,SKU02640,0,0,7,818,310,OUT OF STOCK,True
2025-12-26,SKU02641,728,0,7,344,133,SUFFICIENT STOCK,False
2025-12-30,SKU02642,188,0,7,135,46,SUFFICIENT STOCK,False
2025-11-12,SKU02644,105,0,7,40,19,SUFFICIENT STOCK,False
2025-12-21,SKU02645,187,0,7,180,47,SUFFICIENT STOCK,True
2025-12-27,SKU02647,673,0,7,451,178,SUFFICIENT STOCK,False
2025-11-14,SKU02648,115,0,7,1259,424,REORDER REQUIRED,True
2025-12-28,SKU02649,28,0,7,97,23,REORDER REQUIRED,True
2025-11-22,SKU02650,231,0,7,132,32,SUFFICIENT STOCK,False
2025-12-28,SKU02651,396,0,7,403,122,REORDER REQUIRED,True
2025-12-23,SKU02652,147,0,7,62,26,SUFFICIENT STOCK,False
2025-11-02,SKU02655,128,0,7,74,23,SUFFICIENT STOCK,False
2025-12-30,SKU02656,99,0,7,51,15,SUFFICIENT STOCK,False
2025-12-11,SKU02657,230,0,7,927,330,REORDER REQUIRED,True
2025-12-19,SKU02658,159,0,7,80,16,SUFFICIENT STOCK,False
2025-12-20,SKU02659,251,0,7,142,57,SUFFICIENT STOCK,False
2025-11-20,SKU02660,21,0,7,973,374,REORDER REQUIRED,True
2025-12-14,SKU02661,125,0,7,107,36,SUFFICIENT STOCK,True
2025-11-21,SKU02662,6858,0,7,1644,544,SUFFICIENT STOCK,False
2025-12-28,SKU02663,93,0,7,174,64,REORDER REQUIRED,True
2025-12-28,SKU02664,202,0,7,164,68,SUFFICIENT STOCK,True
2025-12-15,SKU02665,105,0,7,51,14,SUFFICIENT STOCK,False
2025-12-13,SKU02669,69,0,7,68,27,SUFFICIENT STOCK,True
2025-12-12,SKU02670,196,0,7,67,29,SUFFICIENT STOCK,False
2025-11-23,SKU02671,3,0,7,52,14,REORDER REQUIRED,True
2025-12-25,SKU02672,134,0,7,51,24,SUFFICIENT STOCK,False
2025-11-13,SKU02673,144,0,7,53,15,SUFFICIENT STOCK,False
2025-12-27,SKU02674,412,0,7,247,109,SUFFICIENT STOCK,False
2025-12-15,SKU02675,171,0,7,82,22,SUFFICIENT STOCK,False
2025-12-21,SKU02676,190,0,7,96,32,SUFFICIENT STOCK,False
2025-12-19,SKU02677,415,0,7,210,72,SUFFICIENT STOCK,False
2025-11-06,SKU02678,28,0,7,21,10,SUFFICIENT STOCK,True
2025-12-26,SKU02679,136,0,7,147,63,REORDER REQUIRED,True
2025-12-27,SKU02680,200,0,7,221,72,REORDER REQUIRED,True
2025-11-18,SKU02681,4226,0,7,911,342,SUFFICIENT STOCK,False
2025-12-29,SKU02682,168,0,7,150,64,SUFFICIENT STOCK,True
2025-11-12,SKU02683,128,0,7,953,327,REORDER REQUIRED,True
2025-12-20,SKU02684,413,0,7,147,57,SUFFICIENT STOCK,False
2025-12-13,SKU02685,138,0,7,105,32,SUFFICIENT STOCK,False
2025-11-22,SKU02686,27,0,7,53,23,REORDER REQUIRED,True
2025-12-22,SKU02687,204,0,7,126,62,SUFFICIENT STOCK,False
2025-11-19,SKU02688,155,0,7,124,28,SUFFICIENT STOCK,False
2025-11-19,SKU02689,31,0,7,27,10,SUFFICIENT STOCK,True
2025-12-29,SKU02690,16,0,7,62,22,REORDER REQUIRED,True
2025-12-07,SKU02691,151,0,7,129,55,SUFFICIENT STOCK,True
2025-12-04,SKU02692,30,0,7,868,279,REORDER REQUIRED,True
2025-12-19,SKU02693,109,0,7,178,45,REORDER REQUIRED,True
2025-12-04,SKU02694,5,0,7,24,11,REORDER REQUIRED,True
2025-12-03,SKU02695,195,0,7,207,65,REORDER REQUIRED,True
2025-12-26,SKU02696,132,0,7,48,20,SUFFICIENT STOCK,False
2025-12-25,SKU02697,90,0,7,82,25,SUFFICIENT STOCK,True
2025-11-22,SKU02698,83,0,7,128,46,REORDER REQUIRED,True
2025-12-24,SKU02699,78,0,7,140,44,REORDER REQUIRED,True
2025-12-24,SKU02700,5727,0,7,1375,502,SUFFICIENT STOCK,False
2025-11-27,SKU02701,80,0,7,91,31,REORDER REQUIRED,True
2025-11-21,SKU02702,147,0,7,175,52,REORDER REQUIRED,True
2025-12-21,SKU02703,463,0,7,299,120,SUFFICIENT STOCK,False
2025-12-16,SKU02704,155,0,7,100,40,SUFFICIENT STOCK,False
2025-12-13,SKU02705,119,0,7,50,19,SUFFICIENT STOCK,False
2025-12-04,SKU02706,119,0,7,176,49,REORDER REQUIRED,True
2025-12-11,SKU02707,79,0,7,49,11,SUFFICIENT STOCK,False
2025-12-01,SKU02708,286,0,7,169,66,SUFFICIENT STOCK,False
2025-11-19,SKU02709,252,0,7,146,52,SUFFICIENT STOCK,False
2025-08-28,SKU02710,6103,0,7,1256,437,SUFFICIENT STOCK,False
2025-12-27,SKU02711,312,0,7,279,81,SUFFICIENT STOCK,True
2025-11-12,SKU02712,29,0,7,59,24,REORDER REQUIRED,True
2025-12-10,SKU02713,200,0,7,101,47,SUFFICIENT STOCK,False
2025-12-18,SKU02714,323,0,7,242,61,SUFFICIENT STOCK,False
2025-12-22,SKU02715,297,0,7,164,45,SUFFICIENT STOCK,False
2025-12-25,SKU02716,861,0,7,408,151,SUFFICIENT STOCK,False
2025-11-26,SKU02717,165,0,7,85,26,SUFFICIENT STOCK,False
2025-09-02,SKU02718,7986,0,7,1737,632,SUFFICIENT STOCK,False
2025-12-20,SKU02719,270,0,7,210,91,SUFFICIENT STOCK,True
2025-12-19,SKU02720,234,0,7,146,51,SUFFICIENT STOCK,False
2025-08-28,SKU02722,5778,0,7,1315,497,SUFFICIENT STOCK,False
2025-12-25,SKU02723,86,0,7,109,38,REORDER REQUIRED,True
2025-11-22,SKU02724,221,0,7,108,35,SUFFICIENT STOCK,False
2025-12-18,SKU02725,388,0,7,189,48,SUFFICIENT STOCK,False
2025-12-08,SKU02726,428,0,7,190,60,SUFFICIENT STOCK,False
2025-11-30,SKU02727,130,0,7,100,46,SUFFICIENT STOCK,True
2025-08-29,SKU02728,8435,0,7,1926,647,SUFFICIENT STOCK,False
2025-12-16,SKU02731,372,0,7,246,87,SUFFICIENT STOCK,False
2025-12-16,SKU02732,16,0,7,26,12,REORDER REQUIRED,True
2025-11-05,SKU02733,73,0,7,62,26,SUFFICIENT STOCK,True
2025-12-25,SKU02734,131,0,7,123,28,SUFFICIENT STOCK,True
2025-12-23,SKU02735,22,0,7,82,24,REORDER REQUIRED,True
2025-12-14,SKU02736,257,0,7,196,76,SUFFICIENT STOCK,True
2025-12-07,SKU02737,39,0,7,962,358,REORDER REQUIRED,True
2025-12-04,SKU02738,351,0,7,160,43,SUFFICIENT STOCK,False
2025-11-26,SKU02739,325,0,7,141,50,SUFFICIENT STOCK,False
2025-10-11,SKU02740,0,0,7,814,304,OUT OF STOCK,True
2025-12-24,SKU02741,198,0,7,161,47,SUFFICIENT STOCK,True
2025-12-27,SKU02742,401,0,7,224,80,SUFFICIENT STOCK,False
2025-11-24,SKU02743,122,0,7,49,12,SUFFICIENT STOCK,False
2025-12-19,SKU02744,56,0,7,78,34,REORDER REQUIRED,True
2025-12-21,SKU02745,66,0,7,38,15,SUFFICIENT STOCK,False
2025-12-23,SKU02746,197,0,7,94,36,SUFFICIENT STOCK,False
2025-12-13,SKU02747,236,0,7,1027,362,REORDER REQUIRED,True
2025-11-28,SKU02748,100,0,7,109,45,REORDER REQUIRED,True
2025-11-13,SKU02751,192,0,7,106,33,SUFFICIENT STOCK,False
2025-12-29,SKU02752,491,0,7,350,146,SUFFICIENT STOCK,True
2025-12-06,SKU02753,391,0,7,160,38,SUFFICIENT STOCK,False
2025-12-10,SKU02754,268,0,7,145,40,SUFFICIENT STOCK,False
2025-12-26,SKU02755,36,0,7,23,10,SUFFICIENT STOCK,False
2025-12-20,SKU02756,86,0,7,196,55,REORDER REQUIRED,True
2025-12-12,SKU02757,380,0,7,160,59,SUFFICIENT STOCK,False
2025-12-22,SKU02758,495,0,7,259,79,SUFFICIENT STOCK,False
2025-12-11,SKU02759,93,0,7,90,28,SUFFICIENT STOCK,True
2025-12-25,SKU02761,316,0,7,153,46,SUFFICIENT STOCK,False
2025-12-22,SKU02763,151,0,7,90,24,SUFFICIENT STOCK,False
2025-12-11,SKU02764,75,0,7,61,25,SUFFICIENT STOCK,True
2025-11-15,SKU02765,172,0,7,61,23,SUFFICIENT STOCK,False
2025-12-06,SKU02766,383,0,7,172,48,SUFFICIENT STOCK,False
2025-12-24,SKU02767,289,0,7,150,58,SUFFICIENT STOCK,False
2025-12-19,SKU02768,4583,0,7,1146,392,SUFFICIENT STOCK,False
2025-12-15,SKU02769,173,0,7,84,30,SUFFICIENT STOCK,False
2025-11-20,SKU02770,35,0,7,83,22,REORDER REQUIRED,True
2025-12-23,SKU02771,134,0,7,163,70,REORDER REQUIRED,True
2025-11-22,SKU02772,217,0,7,79,35,SUFFICIENT STOCK,False
2025-12-31,SKU02773,186,0,7,180,65,SUFFICIENT STOCK,True
2025-11-11,SKU02774,388,0,7,145,62,SUFFICIENT STOCK,False
2025-12-09,SKU02775,141,0,7,193,49,REORDER REQUIRED,True
2025-12-17,SKU02776,21,0,7,650,250,REORDER REQUIRED,True
2025-12-28,SKU02777,213,0,7,189,87,SUFFICIENT STOCK,True
2025-12-19,SKU02778,368,0,7,225,80,SUFFICIENT STOCK,False
2025-12-19,SKU02779,114,0,7,168,64,REORDER REQUIRED,True
2025-12-19,SKU02780,7891,0,7,1817,654,SUFFICIENT STOCK,False
2025-12-08,SKU02781,28,0,7,107,46,REORDER REQUIRED,True
2025-11-23,SKU02782,221,0,7,226,79,REORDER REQUIRED,True
2025-11-29,SKU02783,42,0,7,32,9,SUFFICIENT STOCK,False
2025-11-22,SKU02785,380,0,7,217,63,SUFFICIENT STOCK,False
2025-12-23,SKU02786,14,0,7,21,9,REORDER REQUIRED,True
2025-12-01,SKU02787,53,0,7,108,38,REORDER REQUIRED,True
2025-11-29,SKU02788,87,0,7,65,20,SUFFICIENT STOCK,False
2025-12-23,SKU02789,355,0,7,177,67,SUFFICIENT STOCK,False
2025-12-08,SKU02790,164,0,7,69,23,SUFFICIENT STOCK,False
2025-11-23,SKU02791,82,0,7,66,30,SUFFICIENT STOCK,True
2025-11-25,SKU02792,273,0,7,218,65,SUFFICIENT STOCK,True
2025-12-24,SKU02793,160,0,7,118,48,SUFFICIENT STOCK,True
2025-08-24,SKU02794,5277,0,7,1171,414,SUFFICIENT STOCK,False
2025-12-22,SKU02795,204,0,7,192,73,SUFFICIENT STOCK,True
2025-12-22,SKU02796,149,0,7,109,40,SUFFICIENT STOCK,False
2025-11-15,SKU02797,162,0,7,81,27,SUFFICIENT STOCK,False
2025-12-29,SKU02798,336,0,7,324,142,SUFFICIENT STOCK,True
2025-12-25,SKU02799,332,0,7,235,86,SUFFICIENT STOCK,False
2025-12-13,SKU02800,366,0,7,181,68,SUFFICIENT STOCK,False
2025-12-24,SKU02801,259,0,7,215,88,SUFFICIENT STOCK,True
2025-11-29,SKU02802,226,0,7,163,58,SUFFICIENT STOCK,False
2025-12-31,SKU02803,452,0,7,250,106,SUFFICIENT STOCK,False
2025-12-21,SKU02804,237,0,7,262,84,REORDER REQUIRED,True
2025-12-23,SKU02805,136,0,7,136,49,REORDER REQUIRED,True
2025-12-25,SKU02806,238,0,7,144,65,SUFFICIENT STOCK,False
2025-12-23,SKU02807,457,0,7,282,101,SUFFICIENT STOCK,False
2025-12-20,SKU02808,315,0,7,163,60,SUFFICIENT STOCK,False
2025-12-27,SKU02809,253,0,7,185,70,SUFFICIENT STOCK,True
2025-11-24,SKU02810,54,0,7,70,29,REORDER REQUIRED,True
2025-12-28,SKU02811,491,0,7,272,81,SUFFICIENT STOCK,False
2025-12-23,SKU02812,402,0,7,223,87,SUFFICIENT STOCK,False
2025-12-22,SKU02813,930,0,7,412,124,SUFFICIENT STOCK,False
2025-11-26,SKU02815,365,0,7,168,48,SUFFICIENT STOCK,False
2025-12-30,SKU02816,294,0,7,207,80,SUFFICIENT STOCK,False
2025-12-24,SKU02817,226,0,7,159,46,SUFFICIENT STOCK,False
2025-11-01,SKU02818,58,0,7,65,28,REORDER REQUIRED,True
2025-11-27,SKU02819,87,0,7,114,36,REORDER REQUIRED,True
2025-11-21,SKU02820,100,0,7,182,60,REORDER REQUIRED,True
2025-12-10,SKU02821,216,0,7,184,57,SUFFICIENT STOCK,True
2025-12-09,SKU02822,7709,0,7,1898,642,SUFFICIENT STOCK,False
2025-12-24,SKU02823,8,0,7,27,11,REORDER REQUIRED,True
2025-12-26,SKU02824,179,0,7,106,37,SUFFICIENT STOCK,False
2025-12-14,SKU02825,232,0,7,159,64,SUFFICIENT STOCK,False
2025-12-14,SKU02826,214,0,7,974,276,REORDER REQUIRED,True
2025-12-29,SKU02827,100,0,7,72,21,SUFFICIENT STOCK,False
2025-12-28,SKU02828,587,0,7,248,77,SUFFICIENT STOCK,False
2025-12-21,SKU02829,15,0,7,33,16,REORDER REQUIRED,True
2025-12-28,SKU02830,162,0,7,148,63,SUFFICIENT STOCK,True
2025-11-17,SKU02831,295,0,7,200,92,SUFFICIENT STOCK,False
2025-12-20,SKU02832,521,0,7,246,79,SUFFICIENT STOCK,False
2025-12-18,SKU02833,143,0,7,1018,373,REORDER REQUIRED,True
2025-11-21,SKU02834,100,0,7,36,11,SUFFICIENT STOCK,False
2025-11-11,SKU02835,169,0,7,175,66,REORDER REQUIRED,True
2025-12-28,SKU02836,369,0,7,230,83,SUFFICIENT STOCK,False
2025-12-09,SKU02837,91,0,7,140,49,REORDER REQUIRED,True
2025-12-30,SKU02838,604,0,7,245,87,SUFFICIENT STOCK,False
2025-11-23,SKU02839,53,0,7,37,16,SUFFICIENT STOCK,False
2025-12-27,SKU02840,296,0,7,483,151,REORDER REQUIRED,True
2025-12-18,SKU02841,419,0,7,192,52,SUFFICIENT STOCK,False
2025-11-23,SKU02842,6460,0,7,1521,538,SUFFICIENT STOCK,False
2025-11-22,SKU02843,44,0,7,37,17,SUFFICIENT STOCK,True
2025-12-18,SKU02844,108,0,7,81,29,SUFFICIENT STOCK,True
2025-12-22,SKU02845,260,0,7,182,65,SUFFICIENT STOCK,False
2025-12-01,SKU02846,265,0,7,92,43,SUFFICIENT STOCK,False
2025-11-04,SKU02847,64,0,7,50,12,SUFFICIENT STOCK,False
2025-12-23,SKU02848,398,0,7,145,52,SUFFICIENT STOCK,False
2025-11-01,SKU02849,168,0,7,91,25,SUFFICIENT STOCK,False
2025-12-15,SKU02850,46,0,7,71,22,REORDER REQUIRED,True
